MMWR Year,MMWR Week,Jurisdiction of Occurrence,"COVID-19 (U071, Underlying Cause of Death)"
2023,19,Louisiana,
2023,20,Louisiana,
2023,21,Louisiana,
2023,22,Louisiana,
2023,23,Louisiana,
2023,24,Louisiana,
2023,25,Louisiana,
2023,26,Louisiana,
2023,27,Louisiana,
2023,28,Louisiana,
2023,29,Louisiana,
2023,30,Louisiana,
2023,31,Louisiana,
2023,32,Louisiana,
2023,33,Louisiana,17
2023,34,Louisiana,15
2023,35,Louisiana,
2023,36,Louisiana,
2023,37,Louisiana,
2020,1,Maine,0
2020,2,Maine,0
2020,3,Maine,0
2020,4,Maine,0
2020,5,Maine,0
2020,6,Maine,0
2020,7,Maine,0
2020,8,Maine,0
2020,9,Maine,0
2020,10,Maine,0
2020,11,Maine,0
2020,12,Maine,0
2020,13,Maine,
2020,14,Maine,
2020,15,Maine,12
2020,16,Maine,10
2020,17,Maine,18
2020,18,Maine,
2020,19,Maine,
2020,20,Maine,
2020,21,Maine,
2020,22,Maine,13
2020,23,Maine,
2020,24,Maine,
2020,25,Maine,
2020,26,Maine,
2020,27,Maine,
2020,28,Maine,
2020,29,Maine,
2020,30,Maine,
2020,31,Maine,
2020,32,Maine,
2020,33,Maine,
2020,34,Maine,
2020,35,Maine,
2020,36,Maine,
2020,37,Maine,
2020,38,Maine,
2020,39,Maine,
2020,40,Maine,
2020,41,Maine,
2020,42,Maine,
2020,43,Maine,
2020,44,Maine,
2020,45,Maine,
2020,46,Maine,14
2020,47,Maine,17
2020,48,Maine,20
2020,49,Maine,43
2020,50,Maine,44
2020,51,Maine,27
2020,52,Maine,42
2020,53,Maine,52
2021,1,Maine,45
2021,2,Maine,64
2021,3,Maine,48
2021,4,Maine,52
2021,5,Maine,26
2021,6,Maine,26
2021,7,Maine,19
2021,8,Maine,10
2021,9,Maine,
2021,10,Maine,
2021,11,Maine,
2021,12,Maine,
2021,13,Maine,
2021,14,Maine,10
2021,15,Maine,13
2021,16,Maine,15
2021,17,Maine,13
2021,18,Maine,14
2021,19,Maine,15
2021,20,Maine,14
2021,21,Maine,
2021,22,Maine,10
2021,23,Maine,11
2021,24,Maine,
2021,25,Maine,
2021,26,Maine,
2021,27,Maine,
2021,28,Maine,
2021,29,Maine,
2021,30,Maine,0
2021,31,Maine,
2021,32,Maine,
2021,33,Maine,
2021,34,Maine,18
2021,35,Maine,19
2021,36,Maine,35
2021,37,Maine,27
2021,38,Maine,34
2021,39,Maine,25
2021,40,Maine,33
2021,41,Maine,29
2021,42,Maine,39
2021,43,Maine,31
2021,44,Maine,40
2021,45,Maine,52
2021,46,Maine,52
2021,47,Maine,56
2021,48,Maine,52
2021,49,Maine,70
2021,50,Maine,79
2021,51,Maine,73
2021,52,Maine,57
2022,1,Maine,48
2022,2,Maine,48
2022,3,Maine,60
2022,4,Maine,65
2022,5,Maine,54
2022,6,Maine,44
2022,7,Maine,52
2022,8,Maine,
2022,9,Maine,16
2022,10,Maine,19
2022,11,Maine,
2022,12,Maine,11
2022,13,Maine,
2022,14,Maine,
2022,15,Maine,
2022,16,Maine,
2022,17,Maine,13
2022,18,Maine,
2022,19,Maine,18
2022,20,Maine,
2022,21,Maine,12
2022,22,Maine,12
2022,23,Maine,
2022,24,Maine,11
2022,25,Maine,
2022,26,Maine,
2022,27,Maine,
2022,28,Maine,
2022,29,Maine,
2022,30,Maine,
2022,31,Maine,
2022,32,Maine,
2022,33,Maine,
2022,34,Maine,12
2022,35,Maine,11
2022,36,Maine,
2022,37,Maine,10
2022,38,Maine,
2022,39,Maine,13
2022,40,Maine,15
2022,41,Maine,12
2022,42,Maine,10
2022,43,Maine,12
2022,44,Maine,13
2022,45,Maine,
2022,46,Maine,
2022,47,Maine,
2022,48,Maine,
2022,49,Maine,
2022,50,Maine,
2022,51,Maine,15
2022,52,Maine,10
2023,1,Maine,11
2023,2,Maine,11
2023,3,Maine,
2023,4,Maine,10
2023,5,Maine,10
2023,6,Maine,11
2023,7,Maine,
2023,8,Maine,
2023,9,Maine,11
2023,10,Maine,11
2023,11,Maine,
2023,12,Maine,13
2023,13,Maine,
2023,14,Maine,
2023,15,Maine,
2023,16,Maine,
2023,17,Maine,
2023,18,Maine,
2023,19,Maine,
2023,20,Maine,
2023,21,Maine,
2023,22,Maine,
2023,23,Maine,
2023,24,Maine,
2023,25,Maine,
2023,26,Maine,
2023,27,Maine,0
2023,28,Maine,
2023,29,Maine,
2023,30,Maine,0
2023,31,Maine,
2023,32,Maine,
2023,33,Maine,
2023,34,Maine,
2023,35,Maine,
2023,36,Maine,
2023,37,Maine,
2020,1,Maryland,0
2020,2,Maryland,0
2020,3,Maryland,0
2020,4,Maryland,0
2020,5,Maryland,0
2020,6,Maryland,0
2020,7,Maryland,0
2020,8,Maryland,0
2020,9,Maryland,0
2020,10,Maryland,0
2020,11,Maryland,0
2020,12,Maryland,
2020,13,Maryland,18
2020,14,Maryland,83
2020,15,Maryland,198
2020,16,Maryland,282
2020,17,Maryland,360
2020,18,Maryland,400
2020,19,Maryland,385
2020,20,Maryland,357
2020,21,Maryland,276
2020,22,Maryland,263
2020,23,Maryland,213
2020,24,Maryland,171
2020,25,Maryland,115
2020,26,Maryland,102
2020,27,Maryland,72
2020,28,Maryland,60
2020,29,Maryland,53
2020,30,Maryland,62
2020,31,Maryland,61
2020,32,Maryland,60
2020,33,Maryland,53
2020,34,Maryland,47
2020,35,Maryland,44
2020,36,Maryland,48
2020,37,Maryland,27
2020,38,Maryland,42
2020,39,Maryland,40
2020,40,Maryland,35
2020,41,Maryland,45
2020,42,Maryland,34
2020,43,Maryland,55
2020,44,Maryland,55
2020,45,Maryland,69
2020,46,Maryland,88
2020,47,Maryland,138
2020,48,Maryland,220
2020,49,Maryland,236
2020,50,Maryland,313
2020,51,Maryland,322
2020,52,Maryland,284
2020,53,Maryland,309
2021,1,Maryland,281
2021,2,Maryland,291
2021,3,Maryland,306
2021,4,Maryland,266
2021,5,Maryland,212
2021,6,Maryland,217
2021,7,Maryland,172
2021,8,Maryland,137
2021,9,Maryland,88
2021,10,Maryland,89
2021,11,Maryland,100
2021,12,Maryland,84
2021,13,Maryland,103
2021,14,Maryland,105
2021,15,Maryland,98
2021,16,Maryland,113
2021,17,Maryland,99
2021,18,Maryland,76
2021,19,Maryland,66
2021,20,Maryland,69
2021,21,Maryland,52
2021,22,Maryland,35
2021,23,Maryland,26
2021,24,Maryland,17
2021,25,Maryland,17
2021,26,Maryland,10
2021,27,Maryland,
2021,28,Maryland,12
2021,29,Maryland,12
2021,30,Maryland,18
2021,31,Maryland,22
2021,32,Maryland,26
2021,33,Maryland,46
2021,34,Maryland,60
2021,35,Maryland,82
2021,36,Maryland,104
2021,37,Maryland,94
2021,38,Maryland,116
2021,39,Maryland,85
2021,40,Maryland,106
2021,41,Maryland,102
2021,42,Maryland,106
2021,43,Maryland,84
2021,44,Maryland,78
2021,45,Maryland,66
2021,46,Maryland,58
2021,47,Maryland,65
2021,48,Maryland,73
2021,49,Maryland,97
2021,50,Maryland,157
2021,51,Maryland,170
2021,52,Maryland,234
2022,1,Maryland,341
2022,2,Maryland,408
2022,3,Maryland,391
2022,4,Maryland,270
2022,5,Maryland,209
2022,6,Maryland,122
2022,7,Maryland,68
2022,8,Maryland,77
2022,9,Maryland,47
2022,10,Maryland,41
2022,11,Maryland,23
2022,12,Maryland,22
2022,13,Maryland,12
2022,14,Maryland,
2022,15,Maryland,
2022,16,Maryland,16
2022,17,Maryland,18
2022,18,Maryland,21
2022,19,Maryland,16
2022,20,Maryland,20
2022,21,Maryland,19
2022,22,Maryland,27
2022,23,Maryland,29
2022,24,Maryland,25
2022,25,Maryland,20
2022,26,Maryland,20
2022,27,Maryland,17
2022,28,Maryland,26
2022,29,Maryland,24
2022,30,Maryland,34
2022,31,Maryland,24
2022,32,Maryland,25
2022,33,Maryland,35
2022,34,Maryland,37
2022,35,Maryland,25
2022,36,Maryland,32
2022,37,Maryland,33
2022,38,Maryland,25
2022,39,Maryland,22
2022,40,Maryland,17
2022,41,Maryland,24
2022,42,Maryland,25
2022,43,Maryland,23
2022,44,Maryland,18
2022,45,Maryland,28
2022,46,Maryland,26
2022,47,Maryland,22
2022,48,Maryland,26
2022,49,Maryland,31
2022,50,Maryland,28
2022,51,Maryland,41
2022,52,Maryland,64
2023,1,Maryland,40
2023,2,Maryland,57
2023,3,Maryland,34
2023,4,Maryland,41
2023,5,Maryland,37
2023,6,Maryland,36
2023,7,Maryland,29
2023,8,Maryland,34
2023,9,Maryland,30
2023,10,Maryland,28
2023,11,Maryland,13
2023,12,Maryland,
2023,13,Maryland,16
2023,14,Maryland,11
2023,15,Maryland,12
2023,16,Maryland,
2023,17,Maryland,
2023,18,Maryland,
2023,19,Maryland,
2023,20,Maryland,
2023,21,Maryland,
2023,22,Maryland,
2023,23,Maryland,
2023,24,Maryland,
2023,25,Maryland,
2023,26,Maryland,
2023,27,Maryland,10
2023,28,Maryland,
2023,29,Maryland,
2023,30,Maryland,
2023,31,Maryland,
2023,32,Maryland,
2023,33,Maryland,17
2023,34,Maryland,12
2023,35,Maryland,13
2023,36,Maryland,12
2023,37,Maryland,16
2020,1,Massachusetts,0
2020,2,Massachusetts,0
2020,3,Massachusetts,0
2020,4,Massachusetts,0
2020,5,Massachusetts,0
2020,6,Massachusetts,0
2020,7,Massachusetts,0
2020,8,Massachusetts,
2020,9,Massachusetts,0
2020,10,Massachusetts,
2020,11,Massachusetts,0
2020,12,Massachusetts,
2020,13,Massachusetts,48
2020,14,Massachusetts,219
2020,15,Massachusetts,619
2020,16,Massachusetts,"1,065"
2020,17,Massachusetts,"1,193"
2020,18,Massachusetts,"1,068"
2020,19,Massachusetts,904
2020,20,Massachusetts,743
2020,21,Massachusetts,488
2020,22,Massachusetts,359
2020,23,Massachusetts,215
2020,24,Massachusetts,156
2020,25,Massachusetts,110
2020,26,Massachusetts,74
2020,27,Massachusetts,52
2020,28,Massachusetts,42
2020,29,Massachusetts,26
2020,30,Massachusetts,27
2020,31,Massachusetts,23
2020,32,Massachusetts,18
2020,33,Massachusetts,19
2020,34,Massachusetts,23
2020,35,Massachusetts,16
2020,36,Massachusetts,12
2020,37,Massachusetts,13
2020,38,Massachusetts,21
2020,39,Massachusetts,17
2020,40,Massachusetts,20
2020,41,Massachusetts,23
2020,42,Massachusetts,39
2020,43,Massachusetts,52
2020,44,Massachusetts,45
2020,45,Massachusetts,69
2020,46,Massachusetts,78
2020,47,Massachusetts,102
2020,48,Massachusetts,134
2020,49,Massachusetts,190
2020,50,Massachusetts,230
2020,51,Massachusetts,273
2020,52,Massachusetts,328
2020,53,Massachusetts,351
2021,1,Massachusetts,360
2021,2,Massachusetts,357
2021,3,Massachusetts,348
2021,4,Massachusetts,346
2021,5,Massachusetts,259
2021,6,Massachusetts,185
2021,7,Massachusetts,158
2021,8,Massachusetts,136
2021,9,Massachusetts,96
2021,10,Massachusetts,75
2021,11,Massachusetts,72
2021,12,Massachusetts,66
2021,13,Massachusetts,64
2021,14,Massachusetts,52
2021,15,Massachusetts,53
2021,16,Massachusetts,45
2021,17,Massachusetts,61
2021,18,Massachusetts,45
2021,19,Massachusetts,46
2021,20,Massachusetts,47
2021,21,Massachusetts,26
2021,22,Massachusetts,26
2021,23,Massachusetts,19
2021,24,Massachusetts,12
2021,25,Massachusetts,
2021,26,Massachusetts,12
2021,27,Massachusetts,
2021,28,Massachusetts,11
2021,29,Massachusetts,19
2021,30,Massachusetts,14
2021,31,Massachusetts,16
2021,32,Massachusetts,30
2021,33,Massachusetts,32
2021,34,Massachusetts,44
2021,35,Massachusetts,60
2021,36,Massachusetts,70
2021,37,Massachusetts,68
2021,38,Massachusetts,81
2021,39,Massachusetts,89
2021,40,Massachusetts,72
2021,41,Massachusetts,60
2021,42,Massachusetts,67
2021,43,Massachusetts,61
2021,44,Massachusetts,70
2021,45,Massachusetts,64
2021,46,Massachusetts,66
2021,47,Massachusetts,90
2021,48,Massachusetts,127
2021,49,Massachusetts,135
2021,50,Massachusetts,158
2021,51,Massachusetts,173
2021,52,Massachusetts,234
2022,1,Massachusetts,283
2022,2,Massachusetts,286
2022,3,Massachusetts,356
2022,4,Massachusetts,303
2022,5,Massachusetts,245
2022,6,Massachusetts,169
2022,7,Massachusetts,86
2022,8,Massachusetts,63
2022,9,Massachusetts,28
2022,10,Massachusetts,23
2022,11,Massachusetts,22
2022,12,Massachusetts,20
2022,13,Massachusetts,16
2022,14,Massachusetts,18
2022,15,Massachusetts,18
2022,16,Massachusetts,19
2022,17,Massachusetts,16
2022,18,Massachusetts,27
2022,19,Massachusetts,47
2022,20,Massachusetts,57
2022,21,Massachusetts,35
2022,22,Massachusetts,30
2022,23,Massachusetts,34
2022,24,Massachusetts,36
2022,25,Massachusetts,22
2022,26,Massachusetts,26
2022,27,Massachusetts,20
2022,28,Massachusetts,34
2022,29,Massachusetts,28
2022,30,Massachusetts,20
2022,31,Massachusetts,28
2022,32,Massachusetts,39
2022,33,Massachusetts,34
2022,34,Massachusetts,24
2022,35,Massachusetts,30
2022,36,Massachusetts,26
2022,37,Massachusetts,24
2022,38,Massachusetts,18
2022,39,Massachusetts,34
2022,40,Massachusetts,32
2022,41,Massachusetts,38
2022,42,Massachusetts,36
2022,43,Massachusetts,49
2022,44,Massachusetts,38
2022,45,Massachusetts,43
2022,46,Massachusetts,25
2022,47,Massachusetts,40
2022,48,Massachusetts,37
2022,49,Massachusetts,43
2022,50,Massachusetts,47
2022,51,Massachusetts,52
2022,52,Massachusetts,64
2023,1,Massachusetts,74
2023,2,Massachusetts,85
2023,3,Massachusetts,75
2023,4,Massachusetts,41
2023,5,Massachusetts,41
2023,6,Massachusetts,44
2023,7,Massachusetts,37
2023,8,Massachusetts,33
2023,9,Massachusetts,33
2023,10,Massachusetts,21
2023,11,Massachusetts,19
2023,12,Massachusetts,20
2023,13,Massachusetts,14
2023,14,Massachusetts,19
2023,15,Massachusetts,15
2023,16,Massachusetts,
2023,17,Massachusetts,
2023,18,Massachusetts,10
2023,19,Massachusetts,
2023,20,Massachusetts,
2023,21,Massachusetts,11
2023,22,Massachusetts,
2023,23,Massachusetts,
2023,24,Massachusetts,
2023,25,Massachusetts,
2023,26,Massachusetts,
2023,27,Massachusetts,
2023,28,Massachusetts,
2023,29,Massachusetts,
2023,30,Massachusetts,
2023,31,Massachusetts,
2023,32,Massachusetts,18
2023,33,Massachusetts,11
2023,34,Massachusetts,16
2023,35,Massachusetts,19
2023,36,Massachusetts,25
2023,37,Massachusetts,22
2020,1,Michigan,0
2020,2,Michigan,0
2020,3,Michigan,0
2020,4,Michigan,0
2020,5,Michigan,0
2020,6,Michigan,0
2020,7,Michigan,
2020,8,Michigan,0
2020,9,Michigan,
2020,10,Michigan,0
2020,11,Michigan,0
2020,12,Michigan,18
2020,13,Michigan,229
2020,14,Michigan,659
2020,15,Michigan,932
2020,16,Michigan,932
2020,17,Michigan,734
2020,18,Michigan,558
2020,19,Michigan,414
2020,20,Michigan,262
2020,21,Michigan,206
2020,22,Michigan,150
2020,23,Michigan,107
2020,24,Michigan,66
2020,25,Michigan,49
2020,26,Michigan,37
2020,27,Michigan,32
2020,28,Michigan,33
2020,29,Michigan,26
2020,30,Michigan,25
2020,31,Michigan,48
2020,32,Michigan,37
2020,33,Michigan,53
2020,34,Michigan,46
2020,35,Michigan,53
2020,36,Michigan,48
2020,37,Michigan,31
2020,38,Michigan,49
2020,39,Michigan,47
2020,40,Michigan,70
2020,41,Michigan,72
2020,42,Michigan,116
2020,43,Michigan,148
2020,44,Michigan,151
2020,45,Michigan,259
2020,46,Michigan,358
2020,47,Michigan,508
2020,48,Michigan,597
2020,49,Michigan,696
2020,50,Michigan,763
2020,51,Michigan,705
2020,52,Michigan,582
2020,53,Michigan,485
2021,1,Michigan,437
2021,2,Michigan,365
2021,3,Michigan,319
2021,4,Michigan,240
2021,5,Michigan,224
2021,6,Michigan,136
2021,7,Michigan,127
2021,8,Michigan,91
2021,9,Michigan,78
2021,10,Michigan,73
2021,11,Michigan,90
2021,12,Michigan,149
2021,13,Michigan,204
2021,14,Michigan,283
2021,15,Michigan,373
2021,16,Michigan,454
2021,17,Michigan,398
2021,18,Michigan,356
2021,19,Michigan,316
2021,20,Michigan,242
2021,21,Michigan,166
2021,22,Michigan,133
2021,23,Michigan,96
2021,24,Michigan,67
2021,25,Michigan,42
2021,26,Michigan,20
2021,27,Michigan,18
2021,28,Michigan,13
2021,29,Michigan,29
2021,30,Michigan,25
2021,31,Michigan,34
2021,32,Michigan,70
2021,33,Michigan,101
2021,34,Michigan,97
2021,35,Michigan,140
2021,36,Michigan,152
2021,37,Michigan,191
2021,38,Michigan,191
2021,39,Michigan,223
2021,40,Michigan,230
2021,41,Michigan,274
2021,42,Michigan,329
2021,43,Michigan,310
2021,44,Michigan,303
2021,45,Michigan,437
2021,46,Michigan,454
2021,47,Michigan,619
2021,48,Michigan,716
2021,49,Michigan,786
2021,50,Michigan,756
2021,51,Michigan,697
2021,52,Michigan,586
2022,1,Michigan,584
2022,2,Michigan,584
2022,3,Michigan,558
2022,4,Michigan,474
2022,5,Michigan,406
2022,6,Michigan,282
2022,7,Michigan,241
2022,8,Michigan,167
2022,9,Michigan,107
2022,10,Michigan,93
2022,11,Michigan,53
2022,12,Michigan,48
2022,13,Michigan,35
2022,14,Michigan,31
2022,15,Michigan,29
2022,16,Michigan,31
2022,17,Michigan,37
2022,18,Michigan,45
2022,19,Michigan,50
2022,20,Michigan,43
2022,21,Michigan,65
2022,22,Michigan,52
2022,23,Michigan,53
2022,24,Michigan,59
2022,25,Michigan,41
2022,26,Michigan,44
2022,27,Michigan,43
2022,28,Michigan,52
2022,29,Michigan,38
2022,30,Michigan,47
2022,31,Michigan,46
2022,32,Michigan,48
2022,33,Michigan,50
2022,34,Michigan,53
2022,35,Michigan,64
2022,36,Michigan,67
