MMWR Year,MMWR Week,Jurisdiction of Occurrence,"COVID-19 (U071, Multiple Cause of Death)"
2020,38,Maine,
2020,39,Maine,
2020,40,Maine,
2020,41,Maine,
2020,42,Maine,
2020,43,Maine,
2020,44,Maine,
2020,45,Maine,
2020,46,Maine,16
2020,47,Maine,21
2020,48,Maine,31
2020,49,Maine,47
2020,50,Maine,49
2020,51,Maine,28
2020,52,Maine,46
2020,53,Maine,57
2021,1,Maine,49
2021,2,Maine,72
2021,3,Maine,55
2021,4,Maine,56
2021,5,Maine,32
2021,6,Maine,26
2021,7,Maine,25
2021,8,Maine,13
2021,9,Maine,
2021,10,Maine,
2021,11,Maine,11
2021,12,Maine,11
2021,13,Maine,10
2021,14,Maine,11
2021,15,Maine,13
2021,16,Maine,17
2021,17,Maine,13
2021,18,Maine,16
2021,19,Maine,16
2021,20,Maine,14
2021,21,Maine,
2021,22,Maine,10
2021,23,Maine,12
2021,24,Maine,
2021,25,Maine,
2021,26,Maine,
2021,27,Maine,
2021,28,Maine,
2021,29,Maine,
2021,30,Maine,
2021,31,Maine,
2021,32,Maine,
2021,33,Maine,10
2021,34,Maine,18
2021,35,Maine,19
2021,36,Maine,36
2021,37,Maine,29
2021,38,Maine,39
2021,39,Maine,25
2021,40,Maine,37
2021,41,Maine,32
2021,42,Maine,39
2021,43,Maine,35
2021,44,Maine,42
2021,45,Maine,53
2021,46,Maine,56
2021,47,Maine,64
2021,48,Maine,56
2021,49,Maine,76
2021,50,Maine,86
2021,51,Maine,76
2021,52,Maine,65
2022,1,Maine,58
2022,2,Maine,53
2022,3,Maine,69
2022,4,Maine,77
2022,5,Maine,66
2022,6,Maine,56
2022,7,Maine,58
2022,8,Maine,19
2022,9,Maine,20
2022,10,Maine,25
2022,11,Maine,13
2022,12,Maine,11
2022,13,Maine,11
2022,14,Maine,15
2022,15,Maine,
2022,16,Maine,
2022,17,Maine,16
2022,18,Maine,13
2022,19,Maine,20
2022,20,Maine,15
2022,21,Maine,13
2022,22,Maine,18
2022,23,Maine,
2022,24,Maine,15
2022,25,Maine,
2022,26,Maine,
2022,27,Maine,11
2022,28,Maine,
2022,29,Maine,
2022,30,Maine,
2022,31,Maine,10
2022,32,Maine,10
2022,33,Maine,
2022,34,Maine,16
2022,35,Maine,15
2022,36,Maine,
2022,37,Maine,12
2022,38,Maine,12
2022,39,Maine,26
2022,40,Maine,17
2022,41,Maine,16
2022,42,Maine,19
2022,43,Maine,20
2022,44,Maine,14
2022,45,Maine,18
2022,46,Maine,16
2022,47,Maine,
2022,48,Maine,21
2022,49,Maine,
2022,50,Maine,10
2022,51,Maine,18
2022,52,Maine,13
2023,1,Maine,12
2023,2,Maine,14
2023,3,Maine,11
2023,4,Maine,21
2023,5,Maine,18
2023,6,Maine,13
2023,7,Maine,11
2023,8,Maine,10
2023,9,Maine,13
2023,10,Maine,15
2023,11,Maine,15
2023,12,Maine,18
2023,13,Maine,
2023,14,Maine,
2023,15,Maine,10
2023,16,Maine,
2023,17,Maine,
2023,18,Maine,
2023,19,Maine,
2023,20,Maine,
2023,21,Maine,
2023,22,Maine,
2023,23,Maine,
2023,24,Maine,
2023,25,Maine,
2023,26,Maine,
2023,27,Maine,0
2023,28,Maine,
2023,29,Maine,
2023,30,Maine,
2023,31,Maine,
2023,32,Maine,
2023,33,Maine,
2023,34,Maine,
2023,35,Maine,
2023,36,Maine,12
2023,37,Maine,
2020,1,Maryland,0
2020,2,Maryland,0
2020,3,Maryland,0
2020,4,Maryland,0
2020,5,Maryland,0
2020,6,Maryland,0
2020,7,Maryland,0
2020,8,Maryland,0
2020,9,Maryland,0
2020,10,Maryland,0
2020,11,Maryland,0
2020,12,Maryland,
2020,13,Maryland,18
2020,14,Maryland,86
2020,15,Maryland,212
2020,16,Maryland,299
2020,17,Maryland,392
2020,18,Maryland,426
2020,19,Maryland,414
2020,20,Maryland,390
2020,21,Maryland,298
2020,22,Maryland,292
2020,23,Maryland,234
2020,24,Maryland,191
2020,25,Maryland,135
2020,26,Maryland,115
2020,27,Maryland,91
2020,28,Maryland,74
2020,29,Maryland,62
2020,30,Maryland,67
2020,31,Maryland,79
2020,32,Maryland,72
2020,33,Maryland,61
2020,34,Maryland,59
2020,35,Maryland,57
2020,36,Maryland,55
2020,37,Maryland,38
2020,38,Maryland,49
2020,39,Maryland,49
2020,40,Maryland,41
2020,41,Maryland,51
2020,42,Maryland,43
2020,43,Maryland,63
2020,44,Maryland,65
2020,45,Maryland,79
2020,46,Maryland,103
2020,47,Maryland,159
2020,48,Maryland,236
2020,49,Maryland,263
2020,50,Maryland,352
2020,51,Maryland,370
2020,52,Maryland,327
2020,53,Maryland,349
2021,1,Maryland,311
2021,2,Maryland,337
2021,3,Maryland,348
2021,4,Maryland,300
2021,5,Maryland,246
2021,6,Maryland,250
2021,7,Maryland,201
2021,8,Maryland,162
2021,9,Maryland,100
2021,10,Maryland,115
2021,11,Maryland,124
2021,12,Maryland,96
2021,13,Maryland,122
2021,14,Maryland,129
2021,15,Maryland,119
2021,16,Maryland,132
2021,17,Maryland,120
2021,18,Maryland,88
2021,19,Maryland,79
2021,20,Maryland,82
2021,21,Maryland,63
2021,22,Maryland,37
2021,23,Maryland,31
2021,24,Maryland,26
2021,25,Maryland,25
2021,26,Maryland,15
2021,27,Maryland,
2021,28,Maryland,17
2021,29,Maryland,19
2021,30,Maryland,20
2021,31,Maryland,28
2021,32,Maryland,32
2021,33,Maryland,60
2021,34,Maryland,69
2021,35,Maryland,90
2021,36,Maryland,115
2021,37,Maryland,112
2021,38,Maryland,128
2021,39,Maryland,93
2021,40,Maryland,121
2021,41,Maryland,122
2021,42,Maryland,116
2021,43,Maryland,99
2021,44,Maryland,95
2021,45,Maryland,78
2021,46,Maryland,66
2021,47,Maryland,73
2021,48,Maryland,87
2021,49,Maryland,118
2021,50,Maryland,171
2021,51,Maryland,197
2021,52,Maryland,270
2022,1,Maryland,396
2022,2,Maryland,481
2022,3,Maryland,478
2022,4,Maryland,339
2022,5,Maryland,269
2022,6,Maryland,168
2022,7,Maryland,103
2022,8,Maryland,106
2022,9,Maryland,69
2022,10,Maryland,64
2022,11,Maryland,35
2022,12,Maryland,34
2022,13,Maryland,22
2022,14,Maryland,24
2022,15,Maryland,20
2022,16,Maryland,28
2022,17,Maryland,31
2022,18,Maryland,33
2022,19,Maryland,30
2022,20,Maryland,37
2022,21,Maryland,37
2022,22,Maryland,45
2022,23,Maryland,46
2022,24,Maryland,41
2022,25,Maryland,45
2022,26,Maryland,44
2022,27,Maryland,29
2022,28,Maryland,42
2022,29,Maryland,43
2022,30,Maryland,52
2022,31,Maryland,44
2022,32,Maryland,56
2022,33,Maryland,46
2022,34,Maryland,55
2022,35,Maryland,48
2022,36,Maryland,54
2022,37,Maryland,57
2022,38,Maryland,41
2022,39,Maryland,44
2022,40,Maryland,37
2022,41,Maryland,43
2022,42,Maryland,43
2022,43,Maryland,44
2022,44,Maryland,34
2022,45,Maryland,50
2022,46,Maryland,42
2022,47,Maryland,37
2022,48,Maryland,50
2022,49,Maryland,54
2022,50,Maryland,47
2022,51,Maryland,62
2022,52,Maryland,86
2023,1,Maryland,72
2023,2,Maryland,85
2023,3,Maryland,62
2023,4,Maryland,58
2023,5,Maryland,66
2023,6,Maryland,58
2023,7,Maryland,43
2023,8,Maryland,45
2023,9,Maryland,52
2023,10,Maryland,43
2023,11,Maryland,30
2023,12,Maryland,24
2023,13,Maryland,31
2023,14,Maryland,20
2023,15,Maryland,21
2023,16,Maryland,13
2023,17,Maryland,18
2023,18,Maryland,13
2023,19,Maryland,10
2023,20,Maryland,
2023,21,Maryland,11
2023,22,Maryland,
2023,23,Maryland,10
2023,24,Maryland,13
2023,25,Maryland,10
2023,26,Maryland,
2023,27,Maryland,11
2023,28,Maryland,
2023,29,Maryland,
2023,30,Maryland,10
2023,31,Maryland,
2023,32,Maryland,15
2023,33,Maryland,27
2023,34,Maryland,17
2023,35,Maryland,18
2023,36,Maryland,14
2023,37,Maryland,23
2020,1,Massachusetts,0
2020,2,Massachusetts,0
2020,3,Massachusetts,0
2020,4,Massachusetts,0
2020,5,Massachusetts,0
2020,6,Massachusetts,0
2020,7,Massachusetts,0
2020,8,Massachusetts,
2020,9,Massachusetts,0
2020,10,Massachusetts,
2020,11,Massachusetts,0
2020,12,Massachusetts,
2020,13,Massachusetts,52
2020,14,Massachusetts,230
2020,15,Massachusetts,649
2020,16,Massachusetts,"1,115"
2020,17,Massachusetts,"1,239"
2020,18,Massachusetts,"1,123"
2020,19,Massachusetts,945
2020,20,Massachusetts,789
2020,21,Massachusetts,531
2020,22,Massachusetts,393
2020,23,Massachusetts,245
2020,24,Massachusetts,182
2020,25,Massachusetts,132
2020,26,Massachusetts,97
2020,27,Massachusetts,69
2020,28,Massachusetts,59
2020,29,Massachusetts,35
2020,30,Massachusetts,37
2020,31,Massachusetts,32
2020,32,Massachusetts,28
2020,33,Massachusetts,23
2020,34,Massachusetts,33
2020,35,Massachusetts,26
2020,36,Massachusetts,19
2020,37,Massachusetts,22
2020,38,Massachusetts,27
2020,39,Massachusetts,24
2020,40,Massachusetts,27
2020,41,Massachusetts,28
2020,42,Massachusetts,46
2020,43,Massachusetts,59
2020,44,Massachusetts,54
2020,45,Massachusetts,80
2020,46,Massachusetts,91
2020,47,Massachusetts,117
2020,48,Massachusetts,153
2020,49,Massachusetts,215
2020,50,Massachusetts,257
2020,51,Massachusetts,293
2020,52,Massachusetts,361
2020,53,Massachusetts,385
2021,1,Massachusetts,391
2021,2,Massachusetts,396
2021,3,Massachusetts,394
2021,4,Massachusetts,369
2021,5,Massachusetts,296
2021,6,Massachusetts,206
2021,7,Massachusetts,184
2021,8,Massachusetts,164
2021,9,Massachusetts,115
2021,10,Massachusetts,92
2021,11,Massachusetts,88
2021,12,Massachusetts,79
2021,13,Massachusetts,78
2021,14,Massachusetts,61
2021,15,Massachusetts,61
2021,16,Massachusetts,59
2021,17,Massachusetts,66
2021,18,Massachusetts,54
2021,19,Massachusetts,51
2021,20,Massachusetts,50
2021,21,Massachusetts,32
2021,22,Massachusetts,27
2021,23,Massachusetts,23
2021,24,Massachusetts,18
2021,25,Massachusetts,
2021,26,Massachusetts,16
2021,27,Massachusetts,
2021,28,Massachusetts,13
2021,29,Massachusetts,25
2021,30,Massachusetts,17
2021,31,Massachusetts,18
2021,32,Massachusetts,39
2021,33,Massachusetts,34
2021,34,Massachusetts,47
2021,35,Massachusetts,67
2021,36,Massachusetts,77
2021,37,Massachusetts,74
2021,38,Massachusetts,88
2021,39,Massachusetts,100
2021,40,Massachusetts,84
2021,41,Massachusetts,69
2021,42,Massachusetts,78
2021,43,Massachusetts,64
2021,44,Massachusetts,76
2021,45,Massachusetts,73
2021,46,Massachusetts,72
2021,47,Massachusetts,102
2021,48,Massachusetts,139
2021,49,Massachusetts,145
2021,50,Massachusetts,170
2021,51,Massachusetts,187
2021,52,Massachusetts,264
2022,1,Massachusetts,325
2022,2,Massachusetts,343
2022,3,Massachusetts,426
2022,4,Massachusetts,367
2022,5,Massachusetts,298
2022,6,Massachusetts,207
2022,7,Massachusetts,127
2022,8,Massachusetts,89
2022,9,Massachusetts,49
2022,10,Massachusetts,41
2022,11,Massachusetts,37
2022,12,Massachusetts,30
2022,13,Massachusetts,33
2022,14,Massachusetts,25
2022,15,Massachusetts,31
2022,16,Massachusetts,32
2022,17,Massachusetts,26
2022,18,Massachusetts,38
2022,19,Massachusetts,60
2022,20,Massachusetts,74
2022,21,Massachusetts,51
2022,22,Massachusetts,50
2022,23,Massachusetts,49
2022,24,Massachusetts,49
2022,25,Massachusetts,34
2022,26,Massachusetts,45
2022,27,Massachusetts,38
2022,28,Massachusetts,40
2022,29,Massachusetts,43
2022,30,Massachusetts,33
2022,31,Massachusetts,50
2022,32,Massachusetts,55
2022,33,Massachusetts,50
2022,34,Massachusetts,36
2022,35,Massachusetts,55
2022,36,Massachusetts,40
2022,37,Massachusetts,40
2022,38,Massachusetts,33
2022,39,Massachusetts,48
2022,40,Massachusetts,54
2022,41,Massachusetts,70
2022,42,Massachusetts,61
2022,43,Massachusetts,71
2022,44,Massachusetts,59
2022,45,Massachusetts,56
2022,46,Massachusetts,39
2022,47,Massachusetts,51
2022,48,Massachusetts,50
2022,49,Massachusetts,57
2022,50,Massachusetts,71
2022,51,Massachusetts,69
2022,52,Massachusetts,91
2023,1,Massachusetts,97
2023,2,Massachusetts,111
2023,3,Massachusetts,108
2023,4,Massachusetts,69
2023,5,Massachusetts,69
2023,6,Massachusetts,62
2023,7,Massachusetts,50
2023,8,Massachusetts,58
2023,9,Massachusetts,41
2023,10,Massachusetts,33
2023,11,Massachusetts,28
2023,12,Massachusetts,37
2023,13,Massachusetts,21
2023,14,Massachusetts,23
2023,15,Massachusetts,21
2023,16,Massachusetts,15
2023,17,Massachusetts,12
2023,18,Massachusetts,13
2023,19,Massachusetts,12
2023,20,Massachusetts,14
2023,21,Massachusetts,12
2023,22,Massachusetts,11
2023,23,Massachusetts,10
2023,24,Massachusetts,
2023,25,Massachusetts,11
2023,26,Massachusetts,
2023,27,Massachusetts,
2023,28,Massachusetts,
2023,29,Massachusetts,
2023,30,Massachusetts,
2023,31,Massachusetts,
2023,32,Massachusetts,22
2023,33,Massachusetts,16
2023,34,Massachusetts,26
2023,35,Massachusetts,27
2023,36,Massachusetts,29
2023,37,Massachusetts,29
2020,1,Michigan,0
2020,2,Michigan,0
2020,3,Michigan,0
2020,4,Michigan,0
2020,5,Michigan,0
2020,6,Michigan,0
2020,7,Michigan,
2020,8,Michigan,0
2020,9,Michigan,
2020,10,Michigan,0
2020,11,Michigan,
2020,12,Michigan,22
2020,13,Michigan,239
2020,14,Michigan,684
2020,15,Michigan,981
2020,16,Michigan,981
2020,17,Michigan,784
2020,18,Michigan,596
2020,19,Michigan,450
2020,20,Michigan,290
2020,21,Michigan,231
2020,22,Michigan,173
2020,23,Michigan,118
2020,24,Michigan,77
2020,25,Michigan,58
2020,26,Michigan,49
2020,27,Michigan,42
2020,28,Michigan,42
2020,29,Michigan,36
2020,30,Michigan,37
2020,31,Michigan,57
2020,32,Michigan,45
2020,33,Michigan,63
2020,34,Michigan,57
2020,35,Michigan,61
2020,36,Michigan,54
2020,37,Michigan,41
2020,38,Michigan,56
2020,39,Michigan,52
2020,40,Michigan,78
2020,41,Michigan,86
2020,42,Michigan,126
2020,43,Michigan,165
2020,44,Michigan,170
2020,45,Michigan,285
2020,46,Michigan,395
2020,47,Michigan,570
2020,48,Michigan,664
2020,49,Michigan,778
2020,50,Michigan,829
2020,51,Michigan,783
2020,52,Michigan,648
2020,53,Michigan,540
2021,1,Michigan,488
2021,2,Michigan,421
2021,3,Michigan,360
2021,4,Michigan,270
2021,5,Michigan,271
2021,6,Michigan,176
2021,7,Michigan,148
2021,8,Michigan,116
2021,9,Michigan,98
2021,10,Michigan,92
2021,11,Michigan,117
2021,12,Michigan,169
2021,13,Michigan,238
2021,14,Michigan,323
2021,15,Michigan,422
2021,16,Michigan,495
2021,17,Michigan,439
2021,18,Michigan,389
2021,19,Michigan,345
2021,20,Michigan,273
2021,21,Michigan,192
2021,22,Michigan,155
2021,23,Michigan,110
2021,24,Michigan,81
2021,25,Michigan,54
2021,26,Michigan,33
2021,27,Michigan,29
2021,28,Michigan,19
2021,29,Michigan,33
2021,30,Michigan,35
2021,31,Michigan,43
2021,32,Michigan,87
2021,33,Michigan,113
2021,34,Michigan,107
2021,35,Michigan,159
2021,36,Michigan,166
2021,37,Michigan,218
2021,38,Michigan,211
2021,39,Michigan,243
2021,40,Michigan,244
2021,41,Michigan,300
2021,42,Michigan,356
2021,43,Michigan,335
2021,44,Michigan,344
2021,45,Michigan,472
2021,46,Michigan,522
2021,47,Michigan,689
2021,48,Michigan,770
2021,49,Michigan,857
2021,50,Michigan,825
2021,51,Michigan,769
2021,52,Michigan,658
2022,1,Michigan,668
2022,2,Michigan,673
2022,3,Michigan,660
2022,4,Michigan,574
2022,5,Michigan,498
2022,6,Michigan,363
2022,7,Michigan,319
2022,8,Michigan,238
2022,9,Michigan,157
2022,10,Michigan,127
2022,11,Michigan,99
2022,12,Michigan,78
2022,13,Michigan,63
2022,14,Michigan,59
2022,15,Michigan,56
2022,16,Michigan,52
2022,17,Michigan,52
2022,18,Michigan,76
2022,19,Michigan,79
2022,20,Michigan,72
2022,21,Michigan,93
2022,22,Michigan,76
2022,23,Michigan,88
2022,24,Michigan,85
2022,25,Michigan,80
2022,26,Michigan,68
2022,27,Michigan,79
2022,28,Michigan,77
2022,29,Michigan,59
2022,30,Michigan,75
2022,31,Michigan,87
2022,32,Michigan,91
2022,33,Michigan,81
2022,34,Michigan,91
2022,35,Michigan,97
2022,36,Michigan,103
2022,37,Michigan,92
2022,38,Michigan,99
2022,39,Michigan,114
2022,40,Michigan,93
2022,41,Michigan,98
2022,42,Michigan,119
2022,43,Michigan,122
2022,44,Michigan,117
2022,45,Michigan,129
2022,46,Michigan,106
2022,47,Michigan,104
2022,48,Michigan,94
2022,49,Michigan,97
2022,50,Michigan,103
2022,51,Michigan,105
2022,52,Michigan,138
2023,1,Michigan,116
2023,2,Michigan,109
2023,3,Michigan,87
2023,4,Michigan,94
2023,5,Michigan,79
2023,6,Michigan,70
2023,7,Michigan,69
2023,8,Michigan,69
2023,9,Michigan,80
2023,10,Michigan,76
2023,11,Michigan,72
2023,12,Michigan,60
2023,13,Michigan,61
2023,14,Michigan,59
2023,15,Michigan,37
2023,16,Michigan,55
2023,17,Michigan,50
2023,18,Michigan,40
2023,19,Michigan,43
2023,20,Michigan,33
2023,21,Michigan,30
2023,22,Michigan,20
2023,23,Michigan,15
2023,24,Michigan,11
2023,25,Michigan,26
2023,26,Michigan,25
2023,27,Michigan,17
2023,28,Michigan,16
2023,29,Michigan,
2023,30,Michigan,
2023,31,Michigan,11
2023,32,Michigan,10
2023,33,Michigan,35
2023,34,Michigan,27
2023,35,Michigan,30
2023,36,Michigan,15
2023,37,Michigan,31
2020,1,Minnesota,0
2020,2,Minnesota,0
2020,3,Minnesota,0
2020,4,Minnesota,0
2020,5,Minnesota,0
2020,6,Minnesota,0
2020,7,Minnesota,0
2020,8,Minnesota,0
2020,9,Minnesota,0
2020,10,Minnesota,0
2020,11,Minnesota,0
2020,12,Minnesota,
2020,13,Minnesota,12
2020,14,Minnesota,25
2020,15,Minnesota,45
2020,16,Minnesota,80
2020,17,Minnesota,148
2020,18,Minnesota,157
2020,19,Minnesota,169
2020,20,Minnesota,142
2020,21,Minnesota,166
2020,22,Minnesota,156
2020,23,Minnesota,152
2020,24,Minnesota,90
2020,25,Minnesota,68
2020,26,Minnesota,54
2020,27,Minnesota,44
2020,28,Minnesota,32
2020,29,Minnesota,38
2020,30,Minnesota,34
2020,31,Minnesota,36
2020,32,Minnesota,46
2020,33,Minnesota,51
2020,34,Minnesota,59
2020,35,Minnesota,41
2020,36,Minnesota,51
2020,37,Minnesota,57
2020,38,Minnesota,47
2020,39,Minnesota,57
2020,40,Minnesota,73
2020,41,Minnesota,85
2020,42,Minnesota,100
2020,43,Minnesota,124
2020,44,Minnesota,156
2020,45,Minnesota,218
2020,46,Minnesota,282
2020,47,Minnesota,407
2020,48,Minnesota,444
2020,49,Minnesota,471
2020,50,Minnesota,482
2020,51,Minnesota,407
2020,52,Minnesota,328
2020,53,Minnesota,281
2021,1,Minnesota,239
2021,2,Minnesota,215
2021,3,Minnesota,133
2021,4,Minnesota,121
2021,5,Minnesota,99
2021,6,Minnesota,93
2021,7,Minnesota,65
2021,8,Minnesota,48
2021,9,Minnesota,55
2021,10,Minnesota,59
2021,11,Minnesota,40
2021,12,Minnesota,36
2021,13,Minnesota,50
2021,14,Minnesota,61
2021,15,Minnesota,66
2021,16,Minnesota,65
2021,17,Minnesota,79
2021,18,Minnesota,63
2021,19,Minnesota,70
2021,20,Minnesota,48
2021,21,Minnesota,38
2021,22,Minnesota,31
2021,23,Minnesota,35
2021,24,Minnesota,27
2021,25,Minnesota,20
2021,26,Minnesota,12
2021,27,Minnesota,14
2021,28,Minnesota,14
2021,29,Minnesota,10
2021,30,Minnesota,20
2021,31,Minnesota,22
2021,32,Minnesota,29
2021,33,Minnesota,33
2021,34,Minnesota,54
2021,35,Minnesota,62
2021,36,Minnesota,68
2021,37,Minnesota,88
2021,38,Minnesota,112
2021,39,Minnesota,116
2021,40,Minnesota,140
2021,41,Minnesota,132
2021,42,Minnesota,124
2021,43,Minnesota,145
2021,44,Minnesota,163
2021,45,Minnesota,170
2021,46,Minnesota,227
2021,47,Minnesota,247
2021,48,Minnesota,269
2021,49,Minnesota,266
2021,50,Minnesota,277
2021,51,Minnesota,222
2021,52,Minnesota,237
2022,1,Minnesota,229
2022,2,Minnesota,191
2022,3,Minnesota,221
2022,4,Minnesota,237
2022,5,Minnesota,180
2022,6,Minnesota,171
2022,7,Minnesota,125
2022,8,Minnesota,85
2022,9,Minnesota,65
2022,10,Minnesota,58
2022,11,Minnesota,30
2022,12,Minnesota,35
2022,13,Minnesota,25
2022,14,Minnesota,24
2022,15,Minnesota,24
2022,16,Minnesota,24
2022,17,Minnesota,18
2022,18,Minnesota,31
2022,19,Minnesota,32
2022,20,Minnesota,36
2022,21,Minnesota,53
2022,22,Minnesota,44
2022,23,Minnesota,41
2022,24,Minnesota,40
2022,25,Minnesota,47
2022,26,Minnesota,35
2022,27,Minnesota,43
2022,28,Minnesota,46
2022,29,Minnesota,47
2022,30,Minnesota,31
2022,31,Minnesota,32
2022,32,Minnesota,37
2022,33,Minnesota,31
2022,34,Minnesota,56
2022,35,Minnesota,38
2022,36,Minnesota,44
2022,37,Minnesota,46
2022,38,Minnesota,41
2022,39,Minnesota,40
2022,40,Minnesota,44
2022,41,Minnesota,46
2022,42,Minnesota,41
2022,43,Minnesota,58
2022,44,Minnesota,56
2022,45,Minnesota,65
2022,46,Minnesota,61
2022,47,Minnesota,61
2022,48,Minnesota,51
2022,49,Minnesota,62
2022,50,Minnesota,51
2022,51,Minnesota,41
2022,52,Minnesota,60
2023,1,Minnesota,69
2023,2,Minnesota,51
2023,3,Minnesota,63
2023,4,Minnesota,33
2023,5,Minnesota,38
2023,6,Minnesota,33
2023,7,Minnesota,41
2023,8,Minnesota,49
2023,9,Minnesota,52
2023,10,Minnesota,44
2023,11,Minnesota,44
2023,12,Minnesota,32
2023,13,Minnesota,27
2023,14,Minnesota,40
2023,15,Minnesota,28
2023,16,Minnesota,27
2023,17,Minnesota,21
2023,18,Minnesota,22
2023,19,Minnesota,21
2023,20,Minnesota,22
2023,21,Minnesota,
2023,22,Minnesota,11
2023,23,Minnesota,10
2023,24,Minnesota,14
2023,25,Minnesota,
2023,26,Minnesota,
2023,27,Minnesota,
2023,28,Minnesota,
2023,29,Minnesota,11
2023,30,Minnesota,
2023,31,Minnesota,
