MMWR Year,MMWR Week,Jurisdiction of Occurrence,Influenza and pneumonia (J10-J18)
2014,7,Tennessee,40
2014,8,Tennessee,37
2014,9,Tennessee,36
2014,10,Tennessee,31
2014,11,Tennessee,26
2014,12,Tennessee,36
2014,13,Tennessee,30
2014,14,Tennessee,31
2014,15,Tennessee,34
2014,16,Tennessee,27
2014,17,Tennessee,27
2014,18,Tennessee,37
2014,19,Tennessee,33
2014,20,Tennessee,40
2014,21,Tennessee,37
2014,22,Tennessee,27
2014,23,Tennessee,22
2014,24,Tennessee,24
2014,25,Tennessee,30
2014,26,Tennessee,23
2014,27,Tennessee,25
2014,28,Tennessee,21
2014,29,Tennessee,19
2014,30,Tennessee,19
2014,31,Tennessee,11
2014,32,Tennessee,23
2014,33,Tennessee,23
2014,34,Tennessee,15
2014,35,Tennessee,29
2014,36,Tennessee,24
2014,37,Tennessee,30
2014,38,Tennessee,22
2014,39,Tennessee,21
2014,40,Tennessee,24
2014,41,Tennessee,24
2014,49,Tennessee,41
2014,50,Tennessee,29
2014,51,Tennessee,48
2014,52,Tennessee,60
2014,53,Tennessee,79
2015,1,Tennessee,76
2015,2,Tennessee,72
2015,3,Tennessee,55
2015,4,Tennessee,56
2015,5,Tennessee,54
2015,6,Tennessee,61
2015,7,Tennessee,36
2015,8,Tennessee,59
2015,9,Tennessee,49
2015,10,Tennessee,46
2015,11,Tennessee,37
2015,12,Tennessee,33
2015,13,Tennessee,35
2015,14,Tennessee,28
2015,15,Tennessee,30
2015,16,Tennessee,43
2015,17,Tennessee,39
2015,18,Tennessee,29
2015,19,Tennessee,28
2015,20,Tennessee,20
2015,21,Tennessee,38
2015,22,Tennessee,22
2015,23,Tennessee,27
2015,24,Tennessee,38
2015,25,Tennessee,26
2015,26,Tennessee,21
2015,27,Tennessee,25
2015,28,Tennessee,33
2015,29,Tennessee,13
2015,30,Tennessee,23
2015,31,Tennessee,22
2015,32,Tennessee,23
2015,33,Tennessee,23
2015,34,Tennessee,27
2015,35,Tennessee,32
2015,36,Tennessee,37
2015,37,Tennessee,27
2015,38,Tennessee,25
2015,39,Tennessee,25
2015,40,Tennessee,29
2015,41,Tennessee,27
2015,42,Tennessee,40
2015,43,Tennessee,24
2015,44,Tennessee,30
2015,45,Tennessee,33
2015,46,Tennessee,36
2015,47,Tennessee,33
2015,48,Tennessee,32
2015,49,Tennessee,38
2015,50,Tennessee,36
2015,51,Tennessee,32
2015,52,Tennessee,45
2016,1,Tennessee,31
2016,2,Tennessee,42
2016,3,Tennessee,44
2016,4,Tennessee,35
2016,5,Tennessee,42
2016,6,Tennessee,36
2016,7,Tennessee,31
2016,8,Tennessee,43
2016,9,Tennessee,54
2016,10,Tennessee,47
2016,11,Tennessee,54
2016,12,Tennessee,44
2016,13,Tennessee,48
2016,14,Tennessee,39
2016,15,Tennessee,42
2016,16,Tennessee,26
2016,17,Tennessee,36
2016,18,Tennessee,35
2016,19,Tennessee,24
2016,20,Tennessee,35
2016,21,Tennessee,26
2016,22,Tennessee,26
2016,23,Tennessee,28
2016,24,Tennessee,29
2016,25,Tennessee,33
2016,26,Tennessee,22
2016,27,Tennessee,20
2016,28,Tennessee,30
2016,29,Tennessee,22
2016,30,Tennessee,29
2016,31,Tennessee,23
2016,32,Tennessee,27
2016,33,Tennessee,23
2016,34,Tennessee,31
2016,35,Tennessee,25
2016,36,Tennessee,31
2016,37,Tennessee,26
2016,38,Tennessee,26
2016,39,Tennessee,21
2016,40,Tennessee,29
2016,41,Tennessee,33
2016,42,Tennessee,21
2016,43,Tennessee,18
2016,44,Tennessee,40
2016,45,Tennessee,27
2016,46,Tennessee,23
2016,47,Tennessee,20
2016,48,Tennessee,29
2016,49,Tennessee,28
2016,50,Tennessee,33
2016,51,Tennessee,36
2016,52,Tennessee,42
2017,1,Tennessee,57
2017,2,Tennessee,44
2017,3,Tennessee,34
2017,4,Tennessee,40
2017,5,Tennessee,41
2017,6,Tennessee,41
2017,7,Tennessee,33
2017,8,Tennessee,62
2017,9,Tennessee,48
2017,10,Tennessee,41
2017,11,Tennessee,38
2017,12,Tennessee,40
2017,13,Tennessee,44
2017,14,Tennessee,40
2017,15,Tennessee,37
2017,16,Tennessee,28
2017,17,Tennessee,36
2017,18,Tennessee,36
2017,19,Tennessee,33
2017,20,Tennessee,28
2017,21,Tennessee,22
2017,22,Tennessee,26
2017,23,Tennessee,33
2017,24,Tennessee,24
2017,25,Tennessee,27
2017,26,Tennessee,25
2017,27,Tennessee,30
2017,28,Tennessee,30
2017,29,Tennessee,29
2017,30,Tennessee,24
2017,31,Tennessee,24
2017,32,Tennessee,16
2017,33,Tennessee,26
2017,34,Tennessee,17
2017,35,Tennessee,29
2017,36,Tennessee,38
2017,37,Tennessee,25
2017,38,Tennessee,18
2017,39,Tennessee,39
2017,40,Tennessee,25
2017,41,Tennessee,29
2017,42,Tennessee,24
2017,43,Tennessee,29
2017,44,Tennessee,31
2017,45,Tennessee,32
2017,46,Tennessee,32
2017,47,Tennessee,36
2017,48,Tennessee,34
2017,49,Tennessee,45
2017,50,Tennessee,42
2017,51,Tennessee,35
2017,52,Tennessee,63
2018,1,Tennessee,85
2018,2,Tennessee,87
2018,3,Tennessee,95
2018,4,Tennessee,67
2018,5,Tennessee,67
2018,6,Tennessee,81
2018,7,Tennessee,76
2018,8,Tennessee,56
2018,9,Tennessee,41
2018,10,Tennessee,43
2018,11,Tennessee,48
2018,12,Tennessee,29
2018,13,Tennessee,37
2018,14,Tennessee,47
2018,15,Tennessee,25
2018,16,Tennessee,26
2018,17,Tennessee,40
2018,18,Tennessee,31
2018,19,Tennessee,24
2018,20,Tennessee,15
2018,21,Tennessee,23
2018,22,Tennessee,30
2018,23,Tennessee,23
2018,24,Tennessee,32
2018,25,Tennessee,26
2018,26,Tennessee,23
2018,27,Tennessee,28
2018,28,Tennessee,23
2018,29,Tennessee,21
2018,30,Tennessee,15
2018,31,Tennessee,28
2018,32,Tennessee,20
2018,33,Tennessee,20
2018,34,Tennessee,23
2018,35,Tennessee,22
2018,36,Tennessee,13
2018,37,Tennessee,19
2018,38,Tennessee,14
2018,39,Tennessee,28
2018,40,Tennessee,22
2018,41,Tennessee,26
2018,42,Tennessee,24
2018,43,Tennessee,22
2018,44,Tennessee,16
2018,45,Tennessee,24
2018,46,Tennessee,26
2018,47,Tennessee,30
2018,48,Tennessee,20
2018,49,Tennessee,22
2018,50,Tennessee,37
2018,51,Tennessee,29
2018,52,Tennessee,39
2019,1,Tennessee,42
2019,2,Tennessee,31
2019,3,Tennessee,33
2019,4,Tennessee,28
2019,5,Tennessee,45
2019,6,Tennessee,42
2019,7,Tennessee,45
2019,8,Tennessee,30
2019,9,Tennessee,37
2019,10,Tennessee,29
2019,11,Tennessee,32
2019,12,Tennessee,36
2019,13,Tennessee,35
2019,14,Tennessee,30
2019,15,Tennessee,36
2019,16,Tennessee,32
2019,17,Tennessee,27
2019,18,Tennessee,20
2019,19,Tennessee,26
2019,20,Tennessee,28
2019,21,Tennessee,21
2019,22,Tennessee,30
2019,23,Tennessee,25
2019,24,Tennessee,13
2019,25,Tennessee,24
2019,26,Tennessee,23
2019,27,Tennessee,24
2019,28,Tennessee,15
2019,29,Tennessee,27
2019,30,Tennessee,20
2019,31,Tennessee,18
2019,32,Tennessee,24
2019,33,Tennessee,20
2019,34,Tennessee,20
2019,35,Tennessee,11
2019,36,Tennessee,18
2019,37,Tennessee,20
2019,38,Tennessee,25
2019,39,Tennessee,18
2019,40,Tennessee,19
2019,41,Tennessee,12
2019,42,Tennessee,25
2019,43,Tennessee,24
2019,44,Tennessee,12
2019,45,Tennessee,21
2019,46,Tennessee,26
2019,47,Tennessee,24
2019,48,Tennessee,31
2019,49,Tennessee,38
2019,50,Tennessee,44
2019,51,Tennessee,42
2019,52,Tennessee,46
2014,1,Texas,176
2014,2,Texas,174
2014,3,Texas,190
2014,4,Texas,130
2014,5,Texas,130
2014,6,Texas,91
2014,7,Texas,103
2014,8,Texas,76
2014,9,Texas,71
2014,10,Texas,71
2014,11,Texas,82
2014,12,Texas,63
2014,13,Texas,82
2014,14,Texas,56
2014,15,Texas,61
2014,16,Texas,59
2014,17,Texas,60
2014,18,Texas,73
2014,19,Texas,54
2014,20,Texas,55
2014,21,Texas,53
2014,22,Texas,53
2014,23,Texas,60
2014,24,Texas,56
2014,25,Texas,40
2014,26,Texas,45
2014,27,Texas,54
2014,28,Texas,53
2014,29,Texas,44
2014,30,Texas,44
2014,31,Texas,53
2014,32,Texas,40
2014,33,Texas,39
2014,34,Texas,34
2014,35,Texas,41
2014,36,Texas,32
2014,37,Texas,41
2014,38,Texas,45
2014,39,Texas,35
2014,40,Texas,45
2014,41,Texas,53
2014,42,Texas,48
2014,43,Texas,53
2014,44,Texas,42
2014,45,Texas,42
2014,46,Texas,49
2014,47,Texas,66
2014,48,Texas,59
2014,49,Texas,79
2014,50,Texas,78
2014,51,Texas,79
2014,52,Texas,105
2014,53,Texas,125
2015,1,Texas,119
2015,2,Texas,137
2015,3,Texas,121
2015,4,Texas,113
2015,5,Texas,79
2015,6,Texas,80
2015,7,Texas,92
2015,8,Texas,75
2015,9,Texas,74
2015,10,Texas,96
2015,11,Texas,81
2015,12,Texas,75
2015,13,Texas,52
2015,14,Texas,59
2015,15,Texas,70
2015,16,Texas,47
2015,17,Texas,59
2015,18,Texas,55
2015,19,Texas,62
2015,20,Texas,49
2015,21,Texas,58
2015,22,Texas,52
2015,23,Texas,59
2015,24,Texas,46
2015,25,Texas,44
2015,26,Texas,50
2015,27,Texas,50
2015,28,Texas,71
2015,29,Texas,39
2015,30,Texas,44
2015,31,Texas,53
2015,32,Texas,43
2015,33,Texas,44
2015,34,Texas,43
2015,35,Texas,39
2015,36,Texas,35
2015,37,Texas,43
2015,38,Texas,33
2015,39,Texas,48
2015,40,Texas,44
2015,41,Texas,49
2015,42,Texas,55
2015,43,Texas,53
2015,44,Texas,61
2015,45,Texas,47
2015,46,Texas,57
2015,47,Texas,48
2015,48,Texas,56
2015,49,Texas,66
2015,50,Texas,73
2015,51,Texas,61
2015,52,Texas,81
2016,1,Texas,81
2016,2,Texas,77
2016,3,Texas,71
2016,4,Texas,51
2016,5,Texas,59
2016,6,Texas,72
2016,7,Texas,78
2016,8,Texas,77
2016,9,Texas,73
2016,10,Texas,80
2016,11,Texas,62
2016,12,Texas,73
2016,13,Texas,73
2016,14,Texas,70
2016,15,Texas,63
2016,16,Texas,51
2016,17,Texas,50
2016,18,Texas,69
2016,19,Texas,67
2016,20,Texas,54
2016,21,Texas,54
2016,22,Texas,63
2016,23,Texas,43
2016,24,Texas,54
2016,25,Texas,34
2016,26,Texas,68
2016,27,Texas,45
2016,28,Texas,56
2016,29,Texas,40
2016,30,Texas,48
2016,31,Texas,45
2016,32,Texas,44
2016,33,Texas,43
2016,34,Texas,46
2016,35,Texas,50
2016,36,Texas,56
2016,37,Texas,46
2016,38,Texas,34
2016,39,Texas,28
2016,40,Texas,53
2016,41,Texas,47
2016,42,Texas,39
2016,43,Texas,46
2016,44,Texas,42
2016,45,Texas,44
2016,46,Texas,44
2016,47,Texas,49
2016,48,Texas,50
2016,49,Texas,48
2016,50,Texas,57
2016,51,Texas,60
2016,52,Texas,70
2017,1,Texas,75
2017,2,Texas,85
2017,3,Texas,65
2017,4,Texas,70
2017,5,Texas,74
2017,6,Texas,76
2017,7,Texas,85
2017,8,Texas,93
2017,9,Texas,79
2017,10,Texas,70
2017,11,Texas,56
2017,12,Texas,64
2017,13,Texas,69
2017,14,Texas,74
2017,15,Texas,65
2017,16,Texas,52
2017,17,Texas,50
2017,18,Texas,60
2017,19,Texas,38
2017,20,Texas,38
2017,21,Texas,43
2017,22,Texas,54
2017,23,Texas,49
2017,24,Texas,34
2017,25,Texas,38
2017,26,Texas,53
2017,27,Texas,49
2017,28,Texas,44
2017,29,Texas,40
2017,30,Texas,40
2017,31,Texas,27
2017,32,Texas,40
2017,33,Texas,38
2017,34,Texas,36
2017,35,Texas,46
2017,36,Texas,37
2017,37,Texas,45
2017,38,Texas,44
2017,39,Texas,44
2017,40,Texas,39
2017,41,Texas,41
2017,42,Texas,55
2017,43,Texas,39
2017,44,Texas,44
2017,45,Texas,40
2017,46,Texas,63
2017,47,Texas,60
2017,48,Texas,58
2017,49,Texas,65
2017,50,Texas,85
2017,51,Texas,107
2017,52,Texas,135
2018,1,Texas,191
2018,2,Texas,251
2018,3,Texas,237
2018,4,Texas,190
2018,5,Texas,161
2018,6,Texas,155
2018,7,Texas,134
2018,8,Texas,117
2018,9,Texas,115
2018,10,Texas,82
2018,11,Texas,66
2018,12,Texas,66
2018,13,Texas,57
2018,14,Texas,52
2018,15,Texas,61
2018,16,Texas,37
2018,17,Texas,38
2018,18,Texas,55
2018,19,Texas,44
2018,20,Texas,40
2018,21,Texas,46
2018,22,Texas,51
2018,23,Texas,44
2018,24,Texas,42
2018,25,Texas,38
2018,26,Texas,53
2018,27,Texas,45
2018,28,Texas,33
2018,29,Texas,34
2018,30,Texas,45
2018,31,Texas,42
2018,32,Texas,37
2018,33,Texas,31
2018,34,Texas,34
2018,35,Texas,44
2018,36,Texas,31
2018,37,Texas,45
2018,38,Texas,46
2018,39,Texas,38
2018,40,Texas,40
2018,41,Texas,47
2018,42,Texas,47
2018,43,Texas,41
2018,44,Texas,43
2018,45,Texas,41
2018,46,Texas,63
2018,47,Texas,46
2018,48,Texas,40
2018,49,Texas,58
2018,50,Texas,56
2018,51,Texas,57
2018,52,Texas,72
2019,1,Texas,91
2019,2,Texas,115
2019,3,Texas,104
2019,4,Texas,91
2019,5,Texas,108
2019,6,Texas,77
2019,7,Texas,77
2019,8,Texas,94
2019,9,Texas,74
2019,10,Texas,111
2019,11,Texas,80
2019,12,Texas,70
2019,13,Texas,69
2019,14,Texas,64
2019,15,Texas,72
2019,16,Texas,58
2019,17,Texas,60
2019,18,Texas,54
2019,19,Texas,63
2019,20,Texas,57
2019,21,Texas,46
2019,22,Texas,53
2019,23,Texas,56
2019,24,Texas,44
2019,25,Texas,45
2019,26,Texas,46
2019,27,Texas,51
2019,28,Texas,41
2019,29,Texas,40
2019,30,Texas,41
2019,31,Texas,44
2019,32,Texas,44
2019,33,Texas,42
2019,34,Texas,34
2019,35,Texas,49
2019,36,Texas,43
2019,37,Texas,43
2019,38,Texas,38
2019,39,Texas,49
2019,40,Texas,38
2019,41,Texas,44
2019,42,Texas,50
2019,43,Texas,44
2019,44,Texas,54
2019,45,Texas,56
2019,46,Texas,54
2019,47,Texas,63
2019,48,Texas,52
2019,49,Texas,77
2019,50,Texas,77
2019,51,Texas,84
2019,52,Texas,77
2014,1,Utah,13
2014,2,Utah,15
2014,3,Utah,11
2014,4,Utah,14
2014,5,Utah,5
2014,6,Utah,11
2014,7,Utah,12
2014,8,Utah,5
2014,9,Utah,5
2014,10,Utah,14
2014,11,Utah,5
2014,12,Utah,5
2014,13,Utah,5
2014,14,Utah,5
2014,15,Utah,5
2014,16,Utah,5
2014,17,Utah,5
2014,18,Utah,5
2014,19,Utah,5
2014,20,Utah,14
2014,21,Utah,10
2014,22,Utah,5
2014,23,Utah,5
2014,24,Utah,5
2014,25,Utah,5
2014,26,Utah,5
2014,27,Utah,5
2014,28,Utah,5
2014,29,Utah,5
2014,30,Utah,5
2014,31,Utah,5
2014,32,Utah,5
2014,33,Utah,5
2014,34,Utah,5
2014,35,Utah,5
2014,36,Utah,5
2014,37,Utah,11
2014,38,Utah,5
2014,39,Utah,5
2014,40,Utah,5
2014,41,Utah,5
2014,42,Utah,5
2014,43,Utah,10
2014,44,Utah,5
2014,45,Utah,5
2014,46,Utah,5
2014,47,Utah,5
2014,48,Utah,5
2014,49,Utah,5
2014,50,Utah,5
2014,25,Virginia,27
2014,51,Utah,14
2014,52,Utah,5
2014,53,Utah,16
2015,1,Utah,23
2015,2,Utah,17
2015,3,Utah,13
2015,4,Utah,12
2015,5,Utah,10
2015,6,Utah,5
2015,7,Utah,5
2015,8,Utah,12
2015,9,Utah,12
2015,10,Utah,11
2015,11,Utah,5
2015,12,Utah,13
2015,13,Utah,5
2015,14,Utah,5
2015,15,Utah,11
2015,16,Utah,5
2015,17,Utah,10
2015,18,Utah,5
2015,19,Utah,5
2015,20,Utah,5
2015,21,Utah,5
2015,22,Utah,5
2015,23,Utah,5
2015,24,Utah,5
2015,25,Utah,5
2015,26,Utah,10
2015,27,Utah,5
2015,28,Utah,5
2015,29,Utah,5
2015,30,Utah,5
2014,26,Virginia,19
2015,31,Utah,5
2015,32,Utah,5
2015,33,Utah,5
2015,34,Utah,5
2015,35,Utah,5
2015,36,Utah,5
2015,37,Utah,5
2015,38,Utah,5
2015,39,Utah,5
2015,40,Utah,5
2015,41,Utah,5
2015,42,Utah,5
2015,43,Utah,5
2015,44,Utah,5
2015,45,Utah,5
2015,46,Utah,5
2015,47,Utah,5
2015,48,Utah,5
2015,49,Utah,12
2015,50,Utah,5
2015,51,Utah,5
2015,52,Utah,5
2016,1,Utah,11
2016,2,Utah,5
2016,3,Utah,15
2016,4,Utah,10
2016,5,Utah,10
2016,6,Utah,13
2016,7,Utah,10
2016,8,Utah,15
2016,9,Utah,12
2016,10,Utah,12
2016,11,Utah,12
2016,12,Utah,17
2016,13,Utah,13
2016,14,Utah,11
2016,15,Utah,13
2016,16,Utah,13
2016,17,Utah,5
2016,18,Utah,5
2016,19,Utah,5
2016,20,Utah,5
2016,21,Utah,5
2016,22,Utah,5
2016,23,Utah,5
2016,24,Utah,5
2016,25,Utah,5
2016,26,Utah,5
2016,27,Utah,5
2016,28,Utah,5
2016,29,Utah,5
2016,30,Utah,5
2016,31,Utah,5
2016,32,Utah,5
2016,33,Utah,5
2016,34,Utah,5
2016,35,Utah,5
2016,36,Utah,5
2016,37,Utah,5
2016,38,Utah,5
2016,39,Utah,5
2016,40,Utah,5
2016,41,Utah,5
2016,42,Utah,5
2016,43,Utah,5
2016,44,Utah,5
2016,45,Utah,5
2016,46,Utah,5
2016,47,Utah,5
2016,48,Utah,5
2016,49,Utah,5
2016,50,Utah,10
2016,51,Utah,12
2016,52,Utah,5
2017,1,Utah,12
2017,2,Utah,14
2017,3,Utah,5
2017,4,Utah,15
2017,5,Utah,11
2017,6,Utah,5
2017,7,Utah,11
2017,8,Utah,5
2017,9,Utah,13
2017,10,Utah,10
2017,11,Utah,5
2017,12,Utah,5
2017,13,Utah,5
2017,14,Utah,10
2017,15,Utah,5
2017,16,Utah,5
2017,17,Utah,5
2017,18,Utah,5
2017,19,Utah,5
2017,20,Utah,5
2017,21,Utah,5
2017,22,Utah,5
2017,23,Utah,5
2017,24,Utah,5
2017,25,Utah,5
2017,26,Utah,5
2017,27,Utah,5
2017,28,Utah,5
2017,29,Utah,5
2017,30,Utah,5
2017,31,Utah,5
2017,32,Utah,5
2017,33,Utah,5
2017,34,Utah,5
2017,35,Utah,5
2017,36,Utah,5
2017,37,Utah,5
2017,38,Utah,5
2017,39,Utah,5
2017,40,Utah,5
2017,41,Utah,5
2017,42,Utah,11
2017,43,Utah,5
2017,44,Utah,5
2017,45,Utah,5
2017,46,Utah,5
2017,47,Utah,5
2017,48,Utah,5
2017,49,Utah,5
2017,50,Utah,5
2017,51,Utah,12
2017,52,Utah,14
2018,1,Utah,12
2018,2,Utah,16
2018,3,Utah,23
2018,4,Utah,17
2018,5,Utah,13
2018,6,Utah,19
2018,7,Utah,14
2014,27,Virginia,21
2018,8,Utah,12
2018,9,Utah,12
2018,10,Utah,5
2018,11,Utah,10
2018,12,Utah,5
2018,13,Utah,5
2018,14,Utah,13
2018,15,Utah,5
2018,16,Utah,11
2018,17,Utah,5
2018,18,Utah,5
2018,19,Utah,5
2018,20,Utah,5
2018,21,Utah,5
2018,22,Utah,5
2018,23,Utah,5
2018,24,Utah,5
2018,25,Utah,5
2018,26,Utah,5
2018,27,Utah,5
2018,28,Utah,5
2018,29,Utah,5
2018,30,Utah,5
2018,31,Utah,5
2018,32,Utah,5
2018,33,Utah,5
2018,34,Utah,5
2018,35,Utah,5
2018,36,Utah,5
2018,37,Utah,0
2018,38,Utah,5
2018,39,Utah,5
2014,28,Virginia,26
2018,40,Utah,5
2018,41,Utah,5
2018,42,Utah,5
2018,43,Utah,5
2018,44,Utah,5
2018,45,Utah,5
2018,46,Utah,5
2018,47,Utah,5
2018,48,Utah,5
2018,49,Utah,5
2018,50,Utah,5
2018,51,Utah,10
2018,52,Utah,5
2019,1,Utah,5
2019,2,Utah,5
2019,3,Utah,5
2019,4,Utah,11
2019,5,Utah,11
2019,6,Utah,11
2019,7,Utah,10
2019,8,Utah,5
2019,9,Utah,14
2019,10,Utah,20
2019,11,Utah,13
2019,12,Utah,11
2019,13,Utah,10
2019,14,Utah,11
2019,15,Utah,5
2019,16,Utah,5
2019,17,Utah,5
2019,18,Utah,5
2019,19,Utah,5
2019,20,Utah,5
2019,21,Utah,10
2019,22,Utah,5
2019,23,Utah,5
2019,24,Utah,5
2019,25,Utah,5
2019,26,Utah,5
2019,27,Utah,5
2019,28,Utah,5
2019,29,Utah,5
2019,30,Utah,5
2019,31,Utah,5
2019,32,Utah,5
2019,33,Utah,5
2019,34,Utah,5
2019,35,Utah,5
2019,36,Utah,5
2019,37,Utah,5
2019,38,Utah,5
2019,39,Utah,5
2019,40,Utah,5
2019,41,Utah,5
2019,42,Utah,5
2019,43,Utah,5
2019,44,Utah,5
2019,45,Utah,5
2019,46,Utah,5
2019,47,Utah,5
2019,48,Utah,5
2019,49,Utah,5
2019,50,Utah,5
2019,51,Utah,5
2019,52,Utah,10
2015,6,Vermont,5
2014,1,Vermont,5
2014,2,Vermont,5
2014,3,Vermont,5
2014,4,Vermont,5
2014,5,Vermont,5
2014,6,Vermont,5
2014,7,Vermont,5
2014,8,Vermont,5
2014,9,Vermont,5
2014,10,Vermont,5
2014,11,Vermont,5
2014,12,Vermont,5
2014,13,Vermont,5
2014,14,Vermont,5
2014,15,Vermont,5
2014,16,Vermont,5
2014,17,Vermont,5
2014,18,Vermont,0
2014,19,Vermont,5
2014,20,Vermont,5
2014,21,Vermont,0
2014,22,Vermont,5
2014,23,Vermont,5
2014,24,Vermont,5
2014,25,Vermont,5
2014,26,Vermont,5
2014,27,Vermont,0
2014,28,Vermont,5
2014,29,Vermont,0
2014,30,Vermont,5
2014,31,Vermont,0
2014,32,Vermont,5
2014,33,Vermont,0
2014,34,Vermont,0
2014,35,Vermont,0
2014,36,Vermont,5
2014,37,Vermont,5
2014,38,Vermont,5
2014,39,Vermont,5
2014,40,Vermont,0
2014,41,Vermont,5
2014,42,Vermont,0
2014,43,Vermont,5
2014,44,Vermont,5
2014,45,Vermont,5
2014,46,Vermont,5
2014,47,Vermont,0
2014,48,Vermont,5
2014,49,Vermont,5
2014,50,Vermont,5
2014,51,Vermont,0
2014,52,Vermont,5
2014,53,Vermont,5
2015,1,Vermont,5
2015,2,Vermont,5
2015,3,Vermont,5
2015,4,Vermont,5
2015,5,Vermont,5
2015,7,Vermont,5
2015,8,Vermont,10
2015,9,Vermont,0
2015,10,Vermont,5
2015,11,Vermont,5
2015,12,Vermont,5
2015,13,Vermont,5
2015,14,Vermont,5
2015,15,Vermont,5
2015,16,Vermont,0
2015,17,Vermont,0
2015,18,Vermont,5
2015,19,Vermont,0
2015,20,Vermont,5
2015,21,Vermont,5
2015,22,Vermont,0
2015,23,Vermont,5
2015,24,Vermont,5
2015,25,Vermont,0
2015,26,Vermont,0
2015,27,Vermont,5
2015,28,Vermont,5
2015,29,Vermont,5
2015,30,Vermont,5
2015,31,Vermont,0
2015,32,Vermont,0
2015,33,Vermont,0
2015,34,Vermont,0
2015,35,Vermont,0
2015,36,Vermont,5
2015,37,Vermont,5
2015,38,Vermont,0
2015,39,Vermont,5
2015,40,Vermont,0
2015,41,Vermont,0
2015,42,Vermont,5
2015,43,Vermont,0
2015,44,Vermont,5
2015,45,Vermont,5
2015,46,Vermont,0
2015,47,Vermont,5
2015,48,Vermont,0
2015,49,Vermont,5
2015,50,Vermont,5
2015,51,Vermont,0
2015,52,Vermont,0
2016,1,Vermont,5
2016,2,Vermont,5
2016,3,Vermont,0
2016,4,Vermont,0
2016,5,Vermont,5
2016,6,Vermont,5
2016,7,Vermont,5
2016,8,Vermont,5
2016,9,Vermont,0
2016,10,Vermont,0
2016,11,Vermont,5
2016,12,Vermont,5
2014,21,Virginia,24
2016,13,Vermont,5
2016,14,Vermont,5
2016,15,Vermont,5
2016,16,Vermont,0
2016,17,Vermont,5
2016,18,Vermont,5
2016,19,Vermont,5
2016,20,Vermont,5
2016,21,Vermont,5
2016,22,Vermont,5
2016,23,Vermont,0
2016,24,Vermont,5
2016,25,Vermont,0
2016,26,Vermont,5
2016,27,Vermont,5
2016,28,Vermont,5
2016,29,Vermont,0
2016,30,Vermont,0
2016,31,Vermont,5
2016,32,Vermont,0
2016,33,Vermont,0
2016,34,Vermont,0
2016,35,Vermont,5
2016,36,Vermont,0
2016,37,Vermont,5
2016,38,Vermont,5
2016,39,Vermont,5
2016,40,Vermont,0
2016,41,Vermont,5
2014,22,Virginia,20
2016,42,Vermont,0
2016,43,Vermont,0
2016,44,Vermont,0
2016,45,Vermont,0
2016,46,Vermont,5
2016,47,Vermont,0
2016,48,Vermont,0
2016,49,Vermont,5
2016,50,Vermont,5
2016,51,Vermont,5
2016,52,Vermont,0
2017,1,Vermont,5
2017,2,Vermont,5
2017,3,Vermont,5
2017,4,Vermont,5
2017,5,Vermont,5
2017,6,Vermont,5
2017,7,Vermont,5
2017,8,Vermont,5
2017,9,Vermont,5
2017,10,Vermont,5
2017,11,Vermont,5
2017,12,Vermont,5
2017,13,Vermont,5
2017,14,Vermont,0
2017,15,Vermont,5
2017,16,Vermont,0
2017,17,Vermont,5
2017,18,Vermont,5
2017,19,Vermont,5
2017,20,Vermont,0
2017,21,Vermont,5
2017,22,Vermont,5
2017,23,Vermont,5
2017,24,Vermont,5
2017,25,Vermont,5
2017,26,Vermont,0
2017,27,Vermont,5
2017,28,Vermont,0
2017,29,Vermont,5
2017,30,Vermont,5
2017,31,Vermont,5
2017,32,Vermont,5
2017,33,Vermont,5
2017,34,Vermont,5
2017,35,Vermont,5
2017,36,Vermont,5
2017,37,Vermont,5
2017,38,Vermont,0
2017,39,Vermont,0
2017,40,Vermont,5
2017,41,Vermont,5
2017,42,Vermont,0
2017,43,Vermont,5
2017,44,Vermont,0
2017,45,Vermont,5
2017,46,Vermont,0
2017,47,Vermont,5
2017,48,Vermont,5
2014,23,Virginia,34
2017,49,Vermont,0
2017,50,Vermont,5
2017,51,Vermont,5
2017,52,Vermont,0
2018,1,Vermont,5
2018,2,Vermont,5
2018,3,Vermont,5
2018,4,Vermont,5
2018,5,Vermont,5
2018,6,Vermont,5
2018,7,Vermont,5
2018,8,Vermont,5
2018,9,Vermont,5
2018,10,Vermont,5
2018,11,Vermont,5
2018,12,Vermont,5
2018,13,Vermont,5
2018,14,Vermont,5
2018,15,Vermont,5
2018,16,Vermont,0
2018,17,Vermont,0
2018,18,Vermont,5
2018,19,Vermont,5
2018,20,Vermont,5
2018,21,Vermont,5
2018,22,Vermont,0
2018,23,Vermont,0
2018,24,Vermont,5
2018,25,Vermont,0
2018,26,Vermont,0
2018,27,Vermont,0
2018,28,Vermont,5
2018,29,Vermont,0
2018,30,Vermont,0
2018,31,Vermont,0
2018,32,Vermont,5
2018,33,Vermont,5
2018,34,Vermont,5
2018,35,Vermont,5
2018,36,Vermont,5
2018,37,Vermont,0
2018,38,Vermont,0
2018,39,Vermont,0
2018,40,Vermont,5
2018,41,Vermont,0
2018,42,Vermont,5
2018,43,Vermont,0
2018,44,Vermont,0
2018,45,Vermont,0
2018,46,Vermont,5
2018,47,Vermont,0
2018,48,Vermont,0
