MMWR Year,MMWR Week,Jurisdiction of Occurrence,influenza_pneumonia
2019,37,Washington,5
2019,38,Washington,10
2019,39,Washington,5
2019,40,Washington,5
2019,41,Washington,13
2019,42,Washington,13
2019,43,Washington,16
2019,44,Washington,17
2019,45,Washington,16
2019,46,Washington,10
2019,47,Washington,13
2019,48,Washington,5
2019,49,Washington,15
2019,50,Washington,16
2019,51,Washington,21
2019,52,Washington,10
2014,1,West Virginia,5
2014,2,West Virginia,18
2014,3,West Virginia,12
2014,4,West Virginia,13
2014,5,West Virginia,16
2014,6,West Virginia,11
2014,7,West Virginia,12
2014,8,West Virginia,13
2014,9,West Virginia,13
2014,10,West Virginia,5
2014,11,West Virginia,11
2014,12,West Virginia,5
2014,13,West Virginia,11
2014,14,West Virginia,5
2014,15,West Virginia,5
2014,16,West Virginia,10
2014,17,West Virginia,5
2014,18,West Virginia,5
2014,19,West Virginia,5
2014,20,West Virginia,5
2014,21,West Virginia,5
2014,22,West Virginia,5
2014,23,West Virginia,5
2014,24,West Virginia,10
2014,25,West Virginia,5
2014,26,West Virginia,5
2014,27,West Virginia,5
2014,28,West Virginia,5
2014,29,West Virginia,5
2014,30,West Virginia,5
2014,31,West Virginia,11
2014,32,West Virginia,5
2014,33,West Virginia,5
2014,34,West Virginia,5
2014,35,West Virginia,5
2014,36,West Virginia,5
2014,37,West Virginia,5
2014,38,West Virginia,5
2014,39,West Virginia,5
2014,40,West Virginia,5
2014,41,West Virginia,11
2017,39,Puerto Rico,30
2014,42,West Virginia,5
2014,43,West Virginia,10
2014,44,West Virginia,5
2014,45,West Virginia,5
2014,46,West Virginia,5
2014,47,West Virginia,5
2014,48,West Virginia,5
2014,49,West Virginia,10
2014,50,West Virginia,5
2014,51,West Virginia,5
2014,52,West Virginia,5
2014,53,West Virginia,21
2015,1,West Virginia,23
2015,2,West Virginia,15
2015,3,West Virginia,20
2015,4,West Virginia,13
2015,5,West Virginia,14
2015,6,West Virginia,16
2015,7,West Virginia,17
2015,8,West Virginia,5
2015,9,West Virginia,21
2015,10,West Virginia,15
2015,11,West Virginia,5
2015,12,West Virginia,5
2015,13,West Virginia,10
2015,14,West Virginia,10
2015,15,West Virginia,11
2015,16,West Virginia,5
2015,17,West Virginia,12
2015,18,West Virginia,5
2015,19,West Virginia,5
2015,20,West Virginia,5
2015,21,West Virginia,5
2015,22,West Virginia,5
2015,23,West Virginia,5
2018,5,West Virginia,23
2015,24,West Virginia,5
2015,25,West Virginia,5
2015,26,West Virginia,5
2015,27,West Virginia,5
2015,28,West Virginia,5
2015,29,West Virginia,5
2015,30,West Virginia,5
2015,31,West Virginia,10
2015,32,West Virginia,5
2015,33,West Virginia,12
2015,34,West Virginia,5
2015,35,West Virginia,10
2015,36,West Virginia,5
2015,37,West Virginia,5
2015,38,West Virginia,17
2015,39,West Virginia,11
2015,40,West Virginia,5
2015,41,West Virginia,5
2015,42,West Virginia,5
2015,43,West Virginia,5
2015,44,West Virginia,5
2015,45,West Virginia,5
2015,46,West Virginia,10
2015,47,West Virginia,5
2015,48,West Virginia,10
2015,49,West Virginia,5
2015,50,West Virginia,5
2015,51,West Virginia,16
2015,52,West Virginia,10
2016,1,West Virginia,5
2016,2,West Virginia,5
2016,3,West Virginia,15
2016,4,West Virginia,5
2016,5,West Virginia,5
2016,6,West Virginia,5
2016,7,West Virginia,5
2016,8,West Virginia,5
2016,9,West Virginia,5
2016,10,West Virginia,11
2016,11,West Virginia,5
2016,12,West Virginia,17
2016,13,West Virginia,5
2016,14,West Virginia,10
2016,15,West Virginia,13
2016,16,West Virginia,5
2016,17,West Virginia,12
2016,18,West Virginia,5
2016,19,West Virginia,11
2016,20,West Virginia,5
2016,21,West Virginia,5
2016,22,West Virginia,5
2016,23,West Virginia,5
2016,24,West Virginia,5
2016,25,West Virginia,5
2016,26,West Virginia,5
2016,27,West Virginia,10
2016,28,West Virginia,5
2016,29,West Virginia,5
2016,30,West Virginia,11
2016,31,West Virginia,5
2016,32,West Virginia,5
2016,33,West Virginia,5
2016,34,West Virginia,5
2016,35,West Virginia,5
2016,36,West Virginia,5
2016,37,West Virginia,5
2016,38,West Virginia,11
2016,39,West Virginia,5
2016,40,West Virginia,5
2016,41,West Virginia,5
2016,42,West Virginia,5
2016,43,West Virginia,11
2016,44,West Virginia,5
2016,45,West Virginia,5
2016,46,West Virginia,5
2016,47,West Virginia,5
2016,48,West Virginia,5
2016,49,West Virginia,5
2016,50,West Virginia,13
2016,51,West Virginia,10
2016,52,West Virginia,13
2017,1,West Virginia,15
2017,2,West Virginia,5
2017,3,West Virginia,11
2017,4,West Virginia,5
2017,5,West Virginia,11
2017,6,West Virginia,12
2017,7,West Virginia,10
2017,8,West Virginia,5
2017,9,West Virginia,11
2017,10,West Virginia,15
2017,11,West Virginia,12
2017,12,West Virginia,14
2017,13,West Virginia,13
2017,14,West Virginia,11
2017,15,West Virginia,5
2017,16,West Virginia,5
2017,17,West Virginia,5
2017,18,West Virginia,10
2017,19,West Virginia,5
2017,20,West Virginia,5
